id,name,theme,team,overall,tier,position,secondary_position,height,play1,play2,play3,play4,bronze_badges,silver_badges,gold_badges,hof_badges,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t,acrobat,backdown_punisher,consistent_finisher,contact_finisher,cross_key_scorer,deep_hooks,dropstepper,fancy_footwork,fastbreak_finisher,giant_slayer,lob_city_finisher,pick_and_roller,pro_touch,putback_boss,relentless_finisher,showtime,slithery_finisher,tear_dropper,catch_and_shoot,clutch_shooter,corner_specialist,deadeye,deep_fades,difficult_shots,flexible_release,green_machine,hot_start,hot_zone_hunter,ice_in_veins,pick_and_popper,pump_fake_maestro,quick_draw,range_extender,slippery_off_ball,steady_shooter,tireless_shooter,volume_shooter,ankle_breaker,bail_out,break_starter,dimer,downhill,dream_shake,flashy_passer,floor_general,handles_for_days,lob_city_passer,needle_threader,pass_fake_maestro,post_spin_technician,quick_first_step,space_creator,stop_and_go,tight_handles,unpluckable,box,brick_wall,chase_down_artist,clamps,defensive_leader,heart_crusher,interceptor,intimidator,lightning_reflexes,moving_truck,off_ball_pest,pick_dodger,pick_pocket,pogo_stick,post_move_lockdown,rebound_chaser,rim_protector,tireless_defender,trapper,worm,alpha_dog,enforcer,extremely_confident,expressive,high_work_ethic,legendary_work_ethic,pat_my_back,unpredictable
859,Vince Carter,Spotlight Dwight Howard,Orlando Magic,92,NBA 2K20  Amethyst,SG,SF,78,P&R Ball Handler,Isolation,Mid Range,3 PT,0,0,22,3,84,,87,98,84,,92,65,,,70,46,79,80,90,90,95,65,95,85,85,82,86,70,70,70,60,85,75,74,84,75,80,63,55,80,85,62,68,95,95,85,95,95,95,35,40,45,55,70,70,35,85,30,70,4,4,5,50,86,59,30,75,78,25,25,60,4,30,5,5,11,5,5,10,55,30,30,30,40,55,55,55,54,25,5,50,15,0,0,30,15,80,60,85,99,0,15,2,23,34,68,3,0,0,0,0,0,0,0,30,5,5,0,0,0,0,0,0,0,70,25,5,66,58,64,72,59,78,25,Gold,None,Gold,Gold,None,None,None,Gold,HOF,None,HOF,None,Gold,None,Gold,HOF,Gold,None,Gold,Gold,Gold,Gold,None,Gold,None,None,Gold,None,None,None,None,None,None,Gold,Gold,Gold,Gold,None,None,None,None,Gold,None,None,None,None,Gold,None,None,None,None,Gold,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,Yes,None,None,None,Yes,None,None,None
860,Antawn Jamison,Spotlight Dwight Howard,Los Angeles Lakers,89,NBA 2K20  Ruby,PF,SF,80,P&R Wing,Mid Range,Guard Post Up,3 PT,0,1,22,0,,82,,95,76,,81,85,75,80,86,,85,98,67,67,71,82,98,95,85,60,64,64,50,78,78,66,75,86,66,78,90,60,79,92,80,,,98,89,95,95,95,15,20,5,10,33,45,34,31,38,68,30,6,2,0,40,0,65,0,65,50,68,86,0,0,0,0,3,1,35,0,15,35,30,0,0,99,0,4,0,54,0,0,0,0,0,0,0,0,99,70,43,47,99,99,0,0,0,0,99,16,0,0,0,0,14,45,55,0,0,0,0,0,0,0,0,0,28,20,0,25,65,35,65,65,50,86,None,None,Gold,Gold,Gold,Gold,Gold,None,None,Gold,Gold,Gold,Gold,Gold,Gold,None,None,None,Gold,None,Silver,None,Gold,Gold,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,Gold,None,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,Gold,Yes,None,None,None,None,None,None,None
861,Chandler Parsons,Spotlight Dwight Howard,Houston Rockets,88,NBA 2K20  Ruby,SF,PF,82,P&R Wing,3 PT,Handoff,,0,0,12,0,85,89,88,79,85,85,88,70,80,78,64,54,67,81,76,76,84,65,92,79,81,74,82,79,67,72,56,79,76,75,79,72,79,64,59,79,75,82,84,55,88,0,80,65,25,10,15,45,30,15,5,20,0,82,30,5,7,3,15,55,50,45,50,40,30,30,15,15,25,5,5,10,15,5,35,55,0,0,0,15,55,35,50,75,10,0,0,0,0,0,15,0,70,40,52,60,0,15,0,5,5,25,55,5,0,50,10,5,75,0,0,51,33,18,0,25,25,0,0,0,50,25,30,62,68,38,68,16,56,35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,Gold,Gold,None,Gold,Gold,Gold,None,None,None,None,None,Gold,None,Gold,Gold,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,Yes,None,None,None,None
862,Marcin Gortat,Spotlight Dwight Howard,Orlando Magic,86,NBA 2K20  Sapphire,C,,83,Post Up Low,P&R Roll Man,Cutter,,0,1,9,0,89,71,26,70,73,85,60,70,63,85,70,87,72,95,64,62,79,88,87,80,85,26,35,60,45,66,84,42,78,77,41,59,75,30,85,80,85,90,88,98,86,70,75,10,85,30,5,10,0,0,0,5,64,50,55,28,1,71,0,35,0,0,25,0,4,0,0,0,0,0,0,0,35,95,0,50,25,0,0,0,35,30,70,95,0,0,0,0,0,0,0,0,99,75,45,60,99,0,0,0,5,15,99,50,5,20,55,10,80,53,31,23,19,25,0,5,60,15,50,35,30,5,0,35,80,25,75,35,60,75,None,Gold,None,None,None,None,Silver,None,None,None,Gold,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,Gold,None,None,None,None,Gold,None,None,None,None,Gold,None,None,None,None,None,None,None,Yes
863,Jameer Nelson,Spotlight Dwight Howard,Orlando Magic,85,NBA 2K20  Sapphire,PG,SG,72,P&R Point,,,,0,1,7,0,80,88,86,96,89,95,86,25,25,82,27,25,46,95,86,86,78,74,94,73,84,86,86,89,84,90,33,76,82,78,72,74,66,59,35,66,80,35,51,95,85,40,0,0,5,5,25,65,50,70,60,45,87,34,35,22,50,28,60,66,28,80,70,58,30,25,35,4,5,4,6,21,15,10,15,50,30,30,0,70,75,75,75,52,40,25,30,5,20,15,40,15,99,40,57,68,0,15,2,25,37,74,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,73,35,30,68,60,66,45,28,58,25,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,Gold,Gold,None,Silver,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,None,None,Gold,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
864,Courtney Lee,Spotlight Dwight Howard,Orlando Magic,82,NBA 2K20  Emerald,SG,SF,77,P&R Wing,3 PT,Handoff,,3,0,1,0,80,85,84,95,85,85,79,28,65,75,42,25,54,95,88,88,75,39,68,68,78,84,86,74,68,75,27,82,80,75,84,55,65,82,33,65,80,29,45,85,82,0,45,0,25,5,15,45,0,0,0,55,0,23,25,3,53,44,25,55,50,45,75,50,40,15,10,0,5,10,10,5,15,25,25,55,15,0,0,0,30,30,35,90,15,0,0,0,0,0,15,0,99,25,50,60,10,85,15,15,25,35,99,0,0,0,0,0,30,0,0,14,22,0,30,0,15,0,0,0,45,35,40,63,0,45,70,18,35,35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
865,Hedo Turkoglu,Spotlight Dwight Howard,Orlando Magic,82,NBA 2K20  Emerald,SF,PF,82,P&R Ball Handler,Guard Post Up,Isolation,3 PT,0,3,9,0,70,75,76,85,76,80,74,80,70,65,70,60,68,95,68,68,70,70,90,80,95,67,78,75,80,80,60,71,68,70,62,62,75,70,65,80,60,75,70,85,82,40,90,90,85,15,25,75,60,60,45,25,63,29,30,33,52,15,70,70,60,50,60,40,74,40,50,10,45,20,15,45,25,60,60,15,60,10,35,30,60,40,50,75,40,30,55,15,0,15,65,40,80,75,90,99,20,15,10,35,65,65,35,35,15,10,40,20,90,2,6,23,23,48,20,55,50,15,0,10,40,20,15,73,82,59,79,19,54,45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,Gold,None,None,None,None,Gold,None,Gold,None,Gold,None,Gold,None,Gold,Gold,None,None,None,None,None,None,None,None,Gold,None,None,Silver,Silver,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes
866,Omer Asik,Spotlight Dwight Howard,Houston Rockets,77,NBA 2K20  Gold,C,PF,84,P&R Roll Man,,,,0,0,4,0,60,29,25,88,50,55,56,80,60,76,69,74,44,78,32,30,58,65,84,85,76,25,35,29,28,62,76,37,78,68,37,54,82,57,56,82,45,85,80,95,81,85,95,95,80,55,0,15,5,5,5,5,54,73,15,45,15,40,0,45,75,0,0,0,5,0,0,0,0,0,0,0,10,55,0,75,0,0,0,99,10,10,10,52,0,0,0,0,0,0,0,0,75,80,42,42,99,0,0,0,0,0,99,11,0,0,15,15,9,25,15,25,0,5,0,0,30,15,25,13,20,0,0,35,74,45,88,75,66,65,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,Gold,None,None,None,None,None,None,None,None
867,JJ Redick,Spotlight Dwight Howard,Orlando Magic,79,NBA 2K20  Gold,SG,SF,76,3 PT,Handoff,P&R Wing,,5,3,4,0,69,89,92,96,89,95,74,25,25,65,25,25,50,80,61,65,63,27,88,80,75,49,70,70,49,70,35,68,63,69,65,62,70,32,40,70,45,29,42,95,80,0,0,0,25,5,10,60,0,0,0,55,0,16,15,0,63,37,45,55,60,80,99,65,40,55,40,0,0,25,15,10,15,5,5,50,5,0,0,0,25,20,10,90,5,0,15,0,0,0,0,0,90,15,65,75,0,95,0,0,0,0,85,0,0,0,0,0,10,0,5,9,15,0,0,0,0,0,0,0,35,25,30,49,20,42,35,13,40,35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,Silver,None,Bronze,Silver,None,Bronze,None,None,None,None,Gold,Gold,Gold,Silver,Bronze,Bronze,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
868,Steve Blake,Spotlight Dwight Howard,Los Angeles Lakers,79,NBA 2K20  Gold,PG,,75,P&R Ball Handler,,,,0,0,12,0,65,77,84,70,75,35,72,25,25,40,25,25,40,85,79,79,61,25,78,74,66,79,73,76,74,75,30,84,84,66,84,82,60,82,35,60,85,30,47,98,79,0,0,0,5,0,33,30,83,76,80,81,76,56,5,27,52,22,35,62,62,40,62,48,36,68,2,4,40,3,5,10,5,5,35,89,5,50,50,25,83,5,4,50,50,25,65,15,40,30,55,35,75,55,51,65,0,3,7,5,9,5,2,0,0,0,15,0,0,50,50,50,50,5,5,5,0,0,0,3,56,70,15,66,28,62,62,62,48,68,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,Gold,None,Gold,None,Gold,Gold,None,Gold,Gold,None,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes
869,Rolando Blackman,Spotlight Dirk Nowitzki,'02-'03 Dallas Mavericks,96,NBA 2K20  Pink Diamond,SF,SG,78,Cutter,P&R Wing,,,0,2,25,4,96,95,85,95,92,95,93,40,85,94,76,59,80,98,89,89,84,69,96,95,93,85,86,79,69,85,69,85,85,82,84,84,80,82,40,80,85,54,52,90,96,65,85,85,75,62,5,46,36,74,1,10,19,68,25,44,7,50,10,38,92,0,20,94,40,68,0,0,0,0,0,0,30,5,20,60,9,98,62,39,0,0,0,54,91,34,55,34,26,1,67,52,48,20,64,28,99,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,50,0,0,35,75,38,92,92,94,68,Gold,None,Gold,Gold,HOF,None,None,Gold,None,Gold,Gold,None,Gold,Silver,Gold,None,HOF,Gold,Gold,None,None,Silver,None,Gold,Gold,Gold,Gold,Gold,None,None,Gold,Gold,None,HOF,Gold,HOF,None,None,None,Gold,None,Gold,None,None,None,None,Gold,None,None,None,Gold,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
870,Derrick Rose,Prime Series I,Chicago Bulls,97,NBA 2K20  Pink Diamond,PG,SG,75,P&R Ball Handler,Isolation,3 PT,,0,0,31,13,97,95,87,85,90,98,98,70,98,98,60,55,74,98,99,99,98,70,98,85,95,99,98,95,88,93,50,88,88,79,92,92,88,89,50,84,90,65,70,30,97,65,100,100,95,20,75,75,80,95,95,80,94,42,65,16,19,65,85,84,40,35,35,40,55,40,60,6,40,1,7,14,20,10,15,50,25,60,30,20,99,99,99,50,80,50,35,30,50,20,70,45,85,75,92,99,0,0,3,33,50,99,1,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,75,50,35,80,50,84,70,40,40,40,HOF,None,HOF,HOF,Gold,None,None,Gold,Gold,HOF,Gold,None,Gold,None,Gold,HOF,HOF,HOF,Gold,Gold,Gold,Gold,None,HOF,None,HOF,None,Gold,None,None,None,Gold,Gold,Gold,None,Gold,HOF,Gold,None,None,Gold,HOF,None,Gold,Gold,Gold,Gold,Gold,Gold,None,HOF,Gold,HOF,Gold,Gold,None,None,None,Gold,None,None,None,None,Gold,None,None,Gold,Gold,None,None,None,None,None,Gold,None,Yes,None,Yes,None,None,Yes,None,None
871,Kobe Bryant,Prime VIP,Los Angeles Lakers,94,NBA 2K20  Diamond,SG,SF,78,Isolation,Mid Range,Guard Post Up,3 PT,3,2,32,6,84,94,89,85,85,90,90,35,95,85,70,57,84,85,90,90,95,70,98,85,95,85,86,74,65,74,74,92,90,64,90,92,60,90,51,60,90,46,54,65,98,70,95,95,95,70,27,99,99,99,95,94,93,35,55,42,15,43,75,30,33,35,52,39,71,15,35,4,45,5,5,11,75,76,78,15,65,97,74,0,80,80,80,65,87,72,36,60,98,19,82,60,32,76,75,80,52,15,1,8,12,23,3,60,80,75,45,20,95,50,20,95,95,55,55,55,55,62,25,40,62,70,70,63,31,54,33,33,39,15,Gold,None,Gold,Gold,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,Gold,Gold,Gold,Gold,Bronze,Gold,Gold,HOF,None,Gold,None,None,None,None,None,Gold,Gold,Gold,None,Gold,HOF,Gold,Gold,Gold,None,None,Silver,Silver,Bronze,None,Gold,Bronze,Gold,Gold,Gold,Gold,Gold,Gold,None,None,None,None,HOF,HOF,Gold,Gold,Gold,None,None,HOF,Gold,None,None,None,None,None,HOF,Gold,None,None,None,None,Yes,None,None,None,None
872,Carmelo Anthony,Prime VIP,'11-'12 New York Knicks,94,NBA 2K20  Diamond,SF,PF,80,Isolation,Post Up Low,P&R Ball Handler,,0,0,18,6,88,95,93,95,90,98,90,55,85,88,85,64,92,80,92,92,90,82,98,82,80,87,91,74,63,72,80,80,73,74,83,72,78,61,47,74,80,39,84,45,94,75,95,95,95,20,50,60,60,80,85,45,82,20,30,15,43,42,95,61,48,80,65,62,60,75,12,9,40,2,5,7,35,15,35,0,50,20,30,50,70,70,70,45,35,15,60,15,0,0,25,15,80,80,98,99,20,15,3,33,50,99,6,48,25,15,15,10,40,30,0,25,55,33,0,50,10,5,0,0,66,40,20,60,55,61,65,48,62,75,Gold,None,None,Gold,None,None,Gold,None,None,None,Gold,None,None,None,Gold,None,None,Gold,HOF,Gold,Gold,HOF,Gold,HOF,None,None,None,None,None,Gold,None,Gold,Gold,HOF,Gold,HOF,HOF,Gold,None,None,None,None,None,None,None,None,None,None,None,Gold,None,Gold,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None
873,Joakim Noah,Prime VIP,'10-'11 Chicago Bulls,92,NBA 2K20  Amethyst,C,PF,83,P&R Roll Man,,,,0,0,15,3,92,64,26,96,59,85,57,85,65,79,74,79,52,95,70,68,78,90,92,95,72,54,42,50,72,62,96,59,95,97,64,75,75,61,90,95,95,95,92,92,92,90,80,40,75,80,5,30,10,15,25,5,71,80,35,45,14,41,35,68,87,0,0,0,25,0,5,0,5,0,0,0,35,55,0,75,0,0,10,90,40,40,40,50,0,0,0,0,0,0,0,0,75,80,66,48,99,0,1,7,10,20,99,11,0,25,50,50,9,30,78,0,0,35,40,5,40,5,10,25,20,40,5,60,85,68,90,87,27,85,None,Gold,None,None,None,None,Gold,None,None,None,None,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,None,None,Gold,Gold,None,HOF,None,Gold,None,None,None,None,Gold,HOF,Gold,HOF,Gold,Gold,None,Yes,None,Yes,None,None,None,None
874,Carlos Boozer,Prime VIP,Utah Jazz,91,NBA 2K20  Amethyst,PF,C,81,Post Up Low,P&R Roll Man,Post Up High,,0,0,18,2,92,92,54,90,84,90,72,85,75,74,92,92,94,92,59,50,75,94,95,95,75,30,40,52,40,74,88,44,85,74,44,63,74,63,51,79,85,95,94,45,91,95,89,89,75,61,43,89,55,70,55,45,83,55,35,61,0,39,15,0,46,0,71,45,26,59,0,0,10,0,5,7,15,0,15,85,15,35,55,65,65,4,0,42,25,5,10,5,0,0,10,0,90,65,60,54,45,75,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,30,20,68,1,74,71,46,45,59,None,HOF,None,Gold,HOF,Gold,Gold,None,None,None,Gold,Gold,None,Gold,None,None,None,None,Gold,None,None,None,Gold,None,None,Gold,None,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,None,None,None,Gold,None,None,None,None,None,None,None,Yes
875,B.J. Armstrong,Prime VIP,'95-'96 Chicago Bulls,89,NBA 2K20  Ruby,PG,SG,74,Mid Range,P&R Ball Handler,3 PT,,2,2,27,0,88,87,93,92,88,95,87,25,25,88,25,25,29,88,85,85,74,40,95,95,82,85,86,84,88,88,25,60,68,74,60,69,60,65,27,60,60,33,45,98,89,40,25,25,35,50,41,25,65,76,65,78,70,47,23,26,46,28,52,62,5,23,23,30,52,55,23,4,10,3,5,10,45,49,47,45,46,24,71,41,30,30,30,45,80,19,5,5,15,40,10,30,38,30,67,67,35,0,0,0,0,0,2,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,71,0,40,67,80,62,5,5,30,55,Gold,None,Gold,Gold,Gold,None,None,Gold,None,Gold,None,None,Gold,None,None,None,Gold,Gold,Gold,None,Gold,None,None,None,Gold,Gold,Gold,Gold,Gold,None,None,Gold,None,Gold,Gold,Gold,None,Bronze,None,None,Silver,Gold,None,None,None,None,Silver,Gold,Gold,None,None,Gold,Gold,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
876,Devin Booker,Moments of the Week 10,Phoenix Suns,96,NBA 2K20  Pink Diamond,SG,PG,78,3 PT,P&R Ball Handler,Handoff,,0,1,21,10,93,95,96,98,87,98,92,30,75,92,30,28,38,98,89,89,85,42,95,95,81,88,86,84,79,92,38,84,78,68,84,78,58,78,37,58,85,34,53,70,96,0,80,80,25,5,15,45,30,20,30,25,0,31,65,13,21,66,30,60,55,75,99,60,46,60,65,10,50,15,10,30,0,5,75,25,45,10,10,30,35,40,40,20,30,15,20,15,0,0,0,0,75,60,95,95,0,40,25,25,35,45,30,15,0,35,10,0,45,2,6,39,34,5,20,0,20,0,0,0,40,10,45,55,20,35,40,15,65,10,HOF,None,Gold,HOF,Gold,None,None,Gold,None,None,None,None,Gold,None,Gold,None,HOF,HOF,HOF,Gold,Gold,Gold,None,Gold,None,Gold,Gold,Gold,None,None,Gold,Gold,HOF,HOF,Gold,HOF,HOF,None,Gold,None,None,None,None,None,None,None,Gold,Gold,Gold,None,Gold,HOF,Gold,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None
877,Phil Chenier,Legacy Showcase Series II,Washington Wizards,97,NBA 2K20  Pink Diamond,SG,PG,75,3 PT,P&R Ball Handler,Handoff,,3,6,20,10,93,89,89,97,89,98,90,35,50,92,68,32,37,98,93,93,85,50,95,98,81,93,91,91,89,92,54,86,85,78,87,84,79,84,44,78,85,38,55,98,97,0,80,5,20,25,15,45,30,20,30,25,0,44,30,22,42,36,55,60,55,40,75,60,46,60,65,10,50,15,10,30,0,5,75,25,45,10,10,30,35,40,40,20,30,15,20,15,0,0,0,0,75,60,82,99,0,40,5,5,25,45,30,5,0,35,10,0,45,2,6,39,34,5,20,0,20,0,0,0,40,10,45,53,58,36,40,16,59,10,HOF,None,Gold,Gold,None,None,None,Gold,None,Gold,None,None,Gold,None,HOF,None,HOF,HOF,Gold,None,None,None,None,HOF,Gold,HOF,Gold,HOF,Gold,None,None,Gold,Gold,None,None,Gold,Gold,Gold,Gold,Bronze,Bronze,Gold,None,Gold,Silver,Gold,Gold,HOF,HOF,None,HOF,Silver,Silver,Silver,Bronze,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,Silver,Gold,None,Yes,None,None,None,None,None,None,None
878,Eddie Johnson,Legacy Series II: Phil Chenier,Sacramento Kings,95,NBA 2K20  Diamond,SG,SF,79,Mid Range,3 PT,Isolation,,0,2,29,4,87,92,88,98,90,95,87,50,85,92,55,29,75,98,85,85,84,60,95,95,85,78,86,79,69,84,60,84,85,77,85,85,80,87,52,80,85,41,45,98,95,50,90,90,75,33,27,86,86,74,85,75,83,38,37,17,59,24,48,91,21,62,62,25,48,35,60,4,7,5,5,11,24,61,65,25,59,48,48,36,58,58,58,55,48,48,24,0,0,34,15,44,55,56,57,57,38,15,1,11,17,33,3,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,52,35,25,87,21,91,21,21,25,35,Gold,None,Gold,Gold,None,None,None,Gold,None,None,None,None,Gold,None,Gold,None,Gold,Gold,HOF,None,Gold,Gold,None,Gold,Gold,Gold,Gold,HOF,Gold,None,None,Gold,Gold,Gold,Silver,HOF,HOF,None,None,None,None,Gold,None,None,None,None,None,None,None,None,Gold,Gold,Gold,None,Silver,None,None,Gold,Gold,None,None,Gold,None,None,None,None,Gold,None,Gold,None,None,None,Gold,Gold,None,None,None,None,None,None,None,None,None
879,Campy Russell,Legacy Series II: Phil Chenier,Cleveland Cavaliers,90,NBA 2K20  Amethyst,SF,SG,80,P&R Wing,3 PT,Handoff,Isolation,1,0,20,0,84,82,87,97,80,98,90,40,75,81,58,40,65,91,79,74,75,42,95,86,75,74,78,74,66,79,56,74,73,75,84,58,70,61,40,70,70,36,74,98,90,40,85,75,75,20,35,45,40,60,65,40,74,46,50,20,56,23,75,64,62,70,45,42,45,35,35,4,25,2,4,8,20,5,15,70,10,0,30,70,55,55,55,51,20,10,50,5,0,5,40,10,99,60,88,87,0,15,2,22,33,65,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,70,15,10,68,65,64,66,62,42,35,Gold,None,Gold,Gold,Gold,None,None,Gold,Gold,Gold,None,None,Gold,None,Gold,None,Gold,None,Gold,None,Gold,None,None,Gold,Gold,Gold,None,None,None,None,Gold,Gold,None,Gold,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,Yes,None,None,None,None,Yes
880,Robert Horry,Legacy Series II: Phil Chenier,'04-'05 San Antonio Spurs,89,NBA 2K20  Ruby,SF,PF,82,Cutter,3 PT,Post Up Low,,1,1,9,1,80,92,94,95,90,85,70,85,70,77,78,60,65,80,73,74,75,60,95,72,85,69,64,55,57,54,78,62,80,73,81,79,73,75,60,73,80,69,72,98,89,90,80,70,65,77,9,70,59,66,60,58,55,57,25,40,24,36,34,81,40,28,28,35,34,25,24,4,24,6,3,9,65,32,41,60,22,19,19,67,36,36,36,53,36,19,10,0,0,0,0,15,74,38,57,60,9,0,1,14,22,43,3,60,40,65,45,40,40,50,25,40,50,33,20,20,40,50,50,35,57,35,8,76,90,81,40,40,35,25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,HOF,Gold,None,None,None,Gold,Gold,None,None,None,Gold,Gold,Gold,None,None,None,Gold,Gold,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None
